Unnamed: 0,error,learn_rate,num_hidden_nodes,weight_range,beta,c
63,2.264963668,4.389752781,6,2.670896249,447,77
107,2.269570897,3.518709392,8,2.730766341,75,289
676,2.274552064,1.607253496,22,1.13182452,260,207
874,2.279326273,2.200936602,17,1.268741605,418,488
598,2.301127041,4.081647389,3,5.219129147,38,336
914,2.312052881,4.337594849,10,0.82162871,158,357
557,2.317518283,4.760000179,8,1.030938106,236,153
861,2.325003003,1.651861678,11,2.824698694,118,444
653,2.325399163,4.159313676,9,2.153136087,423,323
899,2.355489157,2.500321676,19,1.463451268,335,249
879,2.357120477,1.653033214,17,2.08473254,154,369
954,2.36261833,4.395988058,8,2.318660165,276,113
83,2.364744959,1.842301907,16,0.985332026,354,401
401,2.376498055,2.912741101,6,2.32502152,26,24
199,2.377531892,3.894845447,9,1.377571016,489,261
287,2.381945201,3.089716918,7,1.927048506,180,313
808,2.394007249,1.739327006,5,3.036069018,36,485
662,2.404166299,2.590348792,4,1.201620128,230,403
275,2.404640286,3.050417598,3,2.733117558,449,431
723,2.407497447,1.436061836,14,2.347934308,43,493
235,2.454510208,1.936999728,8,2.737892345,363,418
925,2.461700999,3.091431707,5,2.244955738,231,384
344,2.467847079,2.677431091,13,2.421033194,130,362
794,2.486977435,4.007599042,7,0.855100495,293,186
78,2.537318119,2.124113553,16,1.008677788,435,299
950,2.545354376,2.586705092,17,0.974499499,355,343
509,2.548910058,3.903375121,3,4.080718072,355,161
604,2.550960286,4.336429198,10,3.338039005,63,210
577,2.561586819,3.906193263,4,3.457835593,7,272
831,2.58063602,2.3235622,15,1.30383237,164,281
425,2.58716127,4.126084711,7,0.888070194,298,379
621,2.58752339,4.311916007,12,1.039028622,9,377
728,2.596598544,3.383908941,2,2.688870219,400,139
750,2.605508496,2.365090063,6,2.246055238,174,385
520,2.614545119,3.270096431,16,2.013719484,290,110
512,2.618585974,4.137192629,9,2.256539825,82,75
574,2.620761224,4.586773886,3,1.364667711,109,115
456,2.621755163,2.997844512,5,1.313205599,2,96
261,2.656891442,3.28978116,12,1.40023747,266,103
884,2.671494147,1.568950306,21,1.58987226,353,157
202,2.705020905,1.302146323,22,1.817506209,258,286
229,2.733749473,1.846895014,12,1.121292023,430,107
296,2.748261861,1.070382129,17,1.213675206,447,219
690,2.75289906,4.229917292,1,4.781642436,456,64
935,2.762812901,1.812036545,15,2.214566804,95,451
176,2.765780974,1.564266367,5,1.529363348,181,498
74,2.786714802,2.552929689,4,1.608195675,464,258
394,2.787199273,2.5180308,9,2.570287266,37,356
405,2.787960764,2.883866077,4,1.134964306,386,271
804,2.793460755,3.188263595,17,1.642978461,315,354
803,2.79784829,4.02340741,10,3.531550537,414,193
43,2.804047658,3.771699842,17,1.279521834,6,437
514,2.804576078,4.698165246,7,2.372267872,393,277
795,2.807110186,3.814900766,14,0.629629765,433,58
318,2.807725055,4.503366515,10,0.714857778,245,412
576,2.809956028,2.805692,4,1.930538859,171,327
101,2.815464153,2.652519164,8,3.504169118,307,310
368,2.819450057,4.112887643,13,0.901743583,398,409
605,2.825645685,3.301451015,7,1.287619565,188,116
671,2.826398235,1.994972611,18,1.521508844,25,253
525,2.829244481,4.547960964,15,0.537207628,442,438
625,2.831280731,1.61219259,1,4.0048386,359,82
527,2.841283435,1.647706537,22,1.271472919,159,108
359,2.847799179,4.383261876,5,1.087317373,169,26
338,2.850944036,3.030707411,8,3.428561569,447,213
744,2.851524425,4.685731624,11,1.68413607,406,70
207,2.856585964,4.519620886,2,4.413555557,331,352
39,2.86409571,1.618305329,25,1.313896213,121,398
0,2.864527708,3.042120899,10,1.336763453,95,129
454,2.864854718,2.528765836,17,2.754430986,251,493
494,2.9152254,2.130854524,7,1.447467032,187,273
892,2.9447135,1.961566104,9,1.02576195,174,197
781,2.952895097,4.896914501,9,2.386514206,88,325
120,2.961060788,2.312782613,3,2.284567335,247,119
634,2.964124711,2.515558264,24,0.94745927,310,249
457,2.988611827,2.102238907,24,1.745486091,85,324
239,3.000888689,2.332925146,10,1.967587422,81,293
959,3.012115488,4.452681907,2,2.222444727,70,462
426,3.017555845,1.276359149,17,3.343003773,404,199
5,3.030623897,2.970142794,17,0.84202744,486,65
897,3.034409538,4.72206861,16,0.710996975,173,95
901,3.045723422,1.208145439,8,2.974530108,154,231
382,3.052454308,3.819961574,9,1.656212593,312,81
310,3.052551033,4.816036218,10,0.591501933,314,277
784,3.063221275,4.356196328,15,0.76951197,207,376
561,3.06676963,3.207438561,5,0.859778294,182,100
544,3.066903848,1.645007807,20,2.360037213,486,90
460,3.07645129,4.967048563,11,0.582454224,171,464
360,3.091622461,2.198988796,4,2.789429191,236,118
529,3.110020406,1.681083887,17,2.176128493,416,472
743,3.130765154,3.09494236,6,0.71483987,383,30
53,3.155920291,1.829597331,11,1.148073822,40,325
251,3.16366358,3.65832492,13,0.626686489,459,415
233,3.165160433,4.359647211,9,2.204539071,439,332
984,3.166165774,1.368199059,24,2.256950935,43,100
391,3.176659677,2.614715499,3,3.487836181,61,33
8,3.193876958,3.444648356,7,0.664768172,247,182
678,3.212225575,4.587635062,2,1.445454597,127,425
623,3.214345663,2.193356798,10,2.989906941,195,338
71,3.21573688,4.898411314,8,2.251773432,176,493
585,3.218113917,1.486372465,12,3.0253813,108,267
320,3.229293546,1.470332457,19,0.787063704,327,353
441,3.232640041,1.381852471,7,3.037190911,194,346
112,3.233505585,3.188010445,2,3.075412131,398,38
801,3.244749639,1.000999387,21,1.667467636,105,144
748,3.255056335,3.768064137,8,0.71692913,3,44
345,3.261065641,3.882010957,6,0.711748125,7,53
119,3.267823552,1.517113302,14,3.67946589,33,249
933,3.274415543,3.136833763,6,2.65370104,142,33
131,3.285133959,4.419309274,13,1.042708984,230,453
526,3.310391517,3.489722609,19,1.025610458,259,78
963,3.317101471,3.196712487,3,1.376317282,120,346
152,3.326475115,1.341868366,23,1.193059356,330,198
483,3.330321869,2.318568675,3,1.511992012,423,225
779,3.331799618,2.018081419,14,0.843345198,271,106
140,3.332670844,2.946655534,19,0.574076227,314,483
501,3.336721647,0.84940565,8,4.209110004,397,230
573,3.339882267,2.577698971,14,2.91509164,4,159
4,3.342361246,3.785461644,11,3.439462561,113,58
599,3.365233732,4.486775861,3,1.717196477,452,31
928,3.374025551,3.017676049,16,0.712662625,399,344
706,3.377589523,4.186422698,15,1.068312703,490,109
89,3.379583621,4.795369274,15,0.594570957,43,213
560,3.392183502,4.760615991,17,0.941007088,435,376
825,3.39543657,4.123904042,3,1.468258226,435,258
132,3.397918848,3.036139196,11,3.353300723,108,308
473,3.407475965,2.561942771,2,4.006938484,262,450
888,3.410626682,4.998702471,5,2.63110834,422,66
995,3.418253708,4.581845981,2,3.790266492,161,254
215,3.423326078,3.518183512,17,1.350674079,434,116
549,3.424406839,1.697075722,17,2.697662752,351,127
142,3.434137372,2.173479828,5,2.851866102,142,168
506,3.445726898,1.323492622,23,2.076057495,124,460
890,3.44730109,1.977457191,7,1.780001501,383,19
262,3.449213037,3.304839221,3,4.372993196,30,103
1,3.465097813,4.205046606,2,3.162917785,77,98
588,3.48568812,0.842032664,22,1.107002803,469,293
404,3.486240988,3.021873776,23,0.860710108,95,166
291,3.501093961,2.355228622,3,1.448351725,245,379
184,3.506062148,4.503083233,15,0.536383224,481,459
316,3.509672656,2.834085967,7,0.673267816,98,98
962,3.512463199,4.587933198,15,1.044083697,157,86
513,3.530505649,3.170192974,9,2.344600747,329,175
396,3.540943369,3.764540713,15,1.77390193,275,384
791,3.54784806,1.129252521,6,2.135775499,448,99
138,3.555061374,4.918980334,2,3.998829484,215,227
30,3.571346996,1.249091498,10,4.223956369,202,150
158,3.573012601,3.374643019,18,0.550719589,352,315
32,3.593254143,2.759747319,22,1.278390025,307,444
710,3.596977432,1.512664969,11,2.527085728,489,277
363,3.601585357,1.328865351,10,2.517286744,299,370
746,3.643132741,1.577118729,6,1.184828308,285,101
905,3.649545155,3.443380613,2,2.168935151,125,53
581,3.666164833,1.734643365,9,2.98395038,114,89
887,3.687494378,1.471170045,16,2.479971885,210,303
18,3.688794266,4.914505316,6,3.471895312,426,99
41,3.713109909,0.412989968,23,1.881399351,244,359
418,3.715269751,4.98285561,16,1.180190191,138,404
504,3.730248262,1.512174677,3,1.788162744,79,461
397,3.733410392,4.219978202,23,0.705427453,424,313
449,3.736808626,2.016349679,12,5.104989595,347,375
724,3.741823767,2.764259815,17,1.631560585,304,233
196,3.745934206,1.984333819,9,3.109025305,219,414
885,3.758924202,4.015598696,19,0.859393657,119,316
355,3.767620163,2.542279566,19,2.329340511,457,467
675,3.772477003,2.540853263,10,4.122500116,224,336
299,3.790403177,3.558983318,24,0.612623359,36,115
145,3.796226369,0.975672153,8,3.219581313,229,269
415,3.823286643,2.928803289,1,2.697089509,477,397
10,3.824254165,2.197133015,8,0.841130105,237,179
960,3.824589345,1.749523324,12,5.131272874,333,353
600,3.826531385,3.620340731,21,0.622888496,61,442
379,3.830549967,1.996430983,25,0.848758411,127,482
987,3.830616669,1.979927894,17,1.280603637,22,34
789,3.83249114,1.224309702,7,1.567616909,386,291
314,3.864238876,3.339418258,2,2.393907111,420,462
315,3.887300526,3.628198242,18,0.581511115,252,480
624,3.893393919,1.357096526,15,0.899517026,248,301
700,3.898470904,3.958711442,2,2.394539516,31,57
694,3.90574102,2.768945406,2,2.103253205,128,378
669,3.917139604,3.04624921,25,0.684158362,498,264
85,3.920166921,3.056453506,16,4.781827605,81,454
878,3.927482346,4.326405978,14,3.140882896,187,153
300,3.932827237,2.508619174,14,3.701589686,463,348
693,3.940156261,4.439100525,16,1.096692099,85,438
461,3.945864384,2.940585355,4,0.680383628,446,26
956,3.957817093,4.722392003,8,4.913766204,47,360
243,3.960471656,1.691034006,21,2.889184281,112,156
306,3.968184382,4.627411555,14,2.329313997,250,360
187,3.975192053,2.828386076,7,4.631823215,303,348
498,3.977345224,3.273222705,22,0.569607894,290,184
733,3.987948327,1.893028411,14,4.600451202,373,314
14,3.999787572,2.578219827,18,2.585259738,63,172
702,4.012644409,2.955322434,3,1.083674679,344,372
172,4.023421619,1.847785526,24,0.888998052,395,31
958,4.039477758,3.547695501,18,1.726149668,148,53
556,4.064267818,3.841795339,19,0.656966706,21,454
452,4.06651571,2.32302759,5,3.416624084,176,485
475,4.06870149,3.072867285,11,3.134899073,318,180
996,4.073482297,1.542509177,6,1.281875895,97,461
214,4.07784917,4.769423684,11,1.599004954,396,232
218,4.079369657,0.989117381,2,2.589742597,31,354
578,4.079611434,4.885265699,12,1.62018378,393,457
307,4.092279041,1.809779541,14,0.56076622,407,470
223,4.099790734,2.597950825,2,1.288282449,450,310
468,4.109911797,3.885299765,21,1.096164852,453,99
586,4.149130631,4.42799885,18,0.62364988,276,275
178,4.155017617,3.269059401,9,4.388642352,499,262
686,4.175876685,3.632821253,1,3.931615268,430,410
156,4.183727489,2.561937521,14,2.681710748,287,498
264,4.186175789,1.509537863,7,2.088052881,306,291
96,4.190369677,2.160083071,16,2.701901192,355,344
221,4.211636346,2.369741399,20,1.697595531,159,328
341,4.229878798,4.247162266,5,3.018032852,433,407
751,4.230745181,1.32640569,18,2.260839637,320,187
631,4.231841069,2.127434267,12,3.05053103,120,360
590,4.25192092,2.347871559,22,1.498060575,447,31
100,4.255838826,3.888528658,20,1.517791381,107,382
384,4.276910684,1.76972202,3,4.231331111,487,112
470,4.279237127,1.648806773,15,0.890196574,74,255
853,4.281304792,1.488005685,7,3.081974139,28,403
800,4.286561869,0.851313511,4,2.15096458,56,150
730,4.291511025,2.180936021,4,3.818749839,394,42
200,4.306428465,1.773486559,15,3.436065144,266,275
459,4.309782806,1.632993897,10,1.536582018,128,495
309,4.323027836,1.329198423,5,1.109929162,417,65
727,4.330557335,4.365500621,17,1.035616453,419,27
256,4.352507938,1.473448038,15,2.715793966,484,370
594,4.355835421,0.848213845,16,1.546340189,364,196
832,4.375982147,3.195908973,7,3.901143996,146,241
559,4.380440858,1.893839869,3,3.724203549,73,308
687,4.396168495,2.359687931,25,0.870408833,55,107
61,4.405382936,4.119747749,3,4.291804785,404,83
790,4.407325025,4.250733555,22,1.348574001,140,398
164,4.409347656,2.754785086,2,1.235272559,453,441
851,4.42098519,2.262870607,2,2.507532552,385,50
416,4.424318566,1.610596736,3,0.780278145,5,446
942,4.440352314,3.688968144,3,3.649797824,317,424
374,4.45033826,2.663895187,14,2.415184397,12,131
27,4.453441705,3.217633054,11,3.078715245,102,193
814,4.482943834,0.613483129,2,1.71315798,108,456
171,4.496134665,3.142215882,20,1.870325489,437,46
278,4.501483983,4.115147995,16,2.125109679,338,215
322,4.502417396,0.484374219,19,1.25940799,257,38
450,4.510278101,4.651370376,18,1.263970097,411,337
91,4.511791298,0.876106659,22,3.456462002,208,459
952,4.516493995,0.642744721,15,1.865811379,133,474
386,4.536577219,3.236005451,12,3.726784986,172,84
66,4.556368575,1.805971136,11,2.651312458,138,49
816,4.564754012,2.451140238,3,4.190618794,305,347
47,4.569525014,1.633116886,25,3.81199701,376,167
46,4.579075883,4.915848874,13,1.565124087,268,316
466,4.588356175,0.810953401,15,1.056588731,140,459
308,4.609304633,4.3173894,1,1.423850611,135,469
618,4.60986331,0.563537712,15,1.862774467,337,333
595,4.61640151,1.304844138,21,0.761320131,25,284
811,4.620538992,4.923874882,18,2.729956769,190,415
717,4.630245481,0.927530789,7,3.864868634,102,203
835,4.639726658,2.03843841,3,1.223920336,363,80
204,4.649911474,3.916762733,6,3.54125282,265,123
752,4.650857994,4.774604021,18,2.085574367,331,398
703,4.660272488,2.454755718,24,0.532280103,132,57
128,4.677445947,1.559751317,5,2.957856059,241,293
760,4.683453116,2.667343609,4,4.503401537,334,37
65,4.684072288,2.523790019,4,4.561894359,106,83
977,4.691070441,1.268442852,6,3.028847797,383,434
776,4.703409448,0.716664609,10,2.181372947,152,428
655,4.7138383,3.490311818,18,2.905397779,343,355
553,4.715599851,0.588856311,18,1.728959877,448,312
584,4.728708525,4.521647942,10,3.091824118,318,104
614,4.731916729,0.924388734,10,3.904658998,40,37
433,4.734988396,2.931007826,24,1.292271148,172,75
190,4.738768503,4.057504575,5,3.771942582,367,74
246,4.76415107,1.096355674,22,0.642903494,125,407
175,4.764400728,0.55154102,24,0.89686797,71,437
372,4.779406762,1.879506985,13,4.086394157,286,492
163,4.795770369,0.508777599,21,2.133328864,475,364
535,4.796655693,4.559226354,20,1.333159004,168,481
689,4.797123648,1.548116537,3,4.452629622,53,472
955,4.815444312,2.69550335,3,0.822705759,347,426
151,4.821190693,3.35740503,9,3.416396412,93,463
938,4.84458296,1.689027451,7,3.524902065,425,199
929,4.873693766,0.202117974,13,1.994358461,488,411
654,4.875970696,3.8334111,8,4.248122455,144,34
796,4.893798872,3.946058227,10,4.625489743,397,59
844,4.898091407,4.01661864,2,3.949904516,145,286
371,4.908779885,1.692118871,1,3.556387494,320,283
695,4.938610109,2.05444032,1,2.666191997,8,397
545,4.939503793,3.67503406,8,5.444050312,411,89
477,4.947497082,3.557734685,19,2.283941401,80,390
147,4.964386476,3.396011293,7,4.741766821,184,487
824,4.974684977,2.620156394,12,2.462092503,105,199
668,5.00162573,0.142738364,19,0.972829114,171,115
82,5.021798122,2.530272146,3,2.780884289,244,184
52,5.049406777,2.616778208,7,3.50319452,373,228
989,5.04960821,4.061100698,7,2.995484038,495,266
496,5.0496991,1.746791694,14,2.793411994,343,91
11,5.055354766,2.612194761,22,2.393370003,34,230
336,5.067583613,4.237499477,17,1.713158736,446,346
272,5.075943334,2.888629101,14,3.744844428,377,310
312,5.077729887,2.523616671,24,2.498407095,447,258
236,5.083763569,4.542399112,13,3.089986604,353,491
731,5.091562614,3.446045309,24,0.964075346,79,64
688,5.1124215,1.733276498,14,3.803618118,416,84
16,5.127237998,4.925878035,15,2.289253593,332,388
871,5.136829738,4.230670744,9,2.967145297,330,395
855,5.155553377,4.837129517,15,2.90199266,76,66
726,5.160010071,3.186417163,9,3.08444048,407,185
93,5.196457856,1.830733962,10,0.607173322,100,290
188,5.203224214,2.233118627,5,3.61477701,182,50
354,5.211799001,2.776408247,24,4.093503444,274,414
166,5.228045389,0.279588616,21,1.283698907,146,347
587,5.232428356,1.350715983,11,0.645350938,39,459
547,5.250882351,1.361493038,9,2.469246427,269,454
209,5.254567932,2.603814395,3,5.307931553,313,493
12,5.261172621,2.495581603,21,2.207781512,329,131
99,5.261620694,4.418043448,9,4.651401911,215,436
619,5.265013817,3.446544349,19,2.244206046,110,218
141,5.265422233,1.929743204,23,3.23956661,294,74
162,5.268637023,4.346406452,1,1.902545811,495,299
510,5.274497895,3.249432203,10,4.316146941,342,401
161,5.280254058,4.371713366,4,4.065691587,445,21
980,5.280509659,0.664074798,21,0.655207534,71,119
870,5.285558295,2.889742777,22,1.309509975,170,294
999,5.295627844,0.608699843,21,2.612446036,206,225
2,5.309656035,2.12614108,4,2.966909856,153,395
238,5.324421403,2.263451919,22,2.208091021,378,406
546,5.330639013,1.000963157,14,0.774768279,140,49
807,5.351615503,0.562408811,1,2.169664258,284,366
638,5.363428822,4.008993128,23,1.320705501,110,425
911,5.37158519,1.610967225,23,2.248447384,343,452
659,5.381831285,0.542335014,24,1.856991996,272,465
679,5.390131363,1.329999309,4,3.128366696,358,253
936,5.405992312,1.314827836,24,2.255678826,80,166
193,5.407038451,0.704503543,12,2.219110086,321,162
771,5.410859689,0.775363421,17,0.593521704,147,425
711,5.415525553,4.448511389,22,1.305409938,93,394
502,5.4175326,2.998370455,3,2.501018752,450,167
376,5.431423636,0.212807497,8,1.670827918,155,215
290,5.448654762,1.055776286,19,2.706362484,31,71
543,5.482030732,4.923682386,6,5.03700519,15,315
375,5.510147957,2.372417719,11,5.302407026,261,376
859,5.519340377,4.409931396,13,2.268666617,355,485
627,5.532066566,2.095165128,15,3.804656137,87,86
616,5.544034502,2.460342561,18,3.029516919,8,82
663,5.564472004,1.540860889,1,2.995877308,292,316
672,5.58082047,0.658883907,5,1.021850605,340,186
882,5.586545391,0.523064166,14,0.704399691,28,295
534,5.593118024,0.722159359,1,3.195469662,83,218
528,5.595620295,4.770196984,6,3.733660417,301,356
102,5.601860445,4.874774183,10,5.046284915,284,129
3,5.603810399,4.668604315,13,2.347100244,417,333
31,5.614359268,2.097782284,22,2.928417055,328,30
548,5.669376493,0.832424402,8,3.097223755,458,340
966,5.681395967,0.911828661,15,0.812095336,403,17
864,5.689924288,2.744371017,6,4.701334002,270,272
64,5.691803564,1.887600122,3,2.694578108,432,78
305,5.695409316,1.35082539,23,4.209192262,110,74
409,5.707600133,4.831956913,14,2.927335265,430,98
867,5.716158334,1.01915793,21,0.528729681,322,303
741,5.733470069,3.011091379,18,2.57763068,374,290
260,5.737416528,1.354931309,6,0.650614581,495,104
118,5.745229057,2.540363867,22,2.58863992,95,244
87,5.755820279,4.460906922,21,1.002434138,39,355
738,5.769129069,1.260560291,12,2.488972455,447,119
615,5.772512958,1.96662306,16,3.744363557,450,315
539,5.783900534,2.627429281,14,2.73304292,137,181
602,5.788890738,1.184760245,3,2.24859793,331,204
640,5.799262216,1.517248198,5,3.664502732,61,213
907,5.800145783,0.431994085,11,0.767903848,99,378
712,5.804081543,1.946132967,24,2.915295276,132,446
334,5.820982559,2.062923471,3,3.149423393,252,152
815,5.856415277,3.357618522,1,1.053361335,150,94
253,5.859319776,4.621297986,21,1.153717241,247,72
685,5.871228765,2.710030915,3,5.139883428,136,201
881,5.87245647,2.954261103,9,4.166486915,278,78
607,5.875611987,2.775514779,22,3.552100514,471,201
541,5.899040749,3.790344831,17,1.72242741,114,70
915,5.910237138,0.858582876,22,0.781917165,360,114
507,5.920850537,0.922402465,13,2.955874229,308,492
134,5.951006359,1.472555983,1,2.69550782,315,294
488,5.972663512,1.102320893,9,3.063012649,446,421
812,5.973240703,2.902960563,2,0.616133355,197,208
630,5.996035767,3.289452378,15,4.231135764,414,388
997,6.045405423,3.327338569,13,4.267518554,253,141
866,6.052497184,3.279055783,5,4.277474935,359,90
421,6.061024134,0.474690018,24,0.619679865,471,57
241,6.065824857,3.304634299,25,0.847974597,110,27
487,6.069377361,3.632526508,24,1.742120884,124,129
839,6.074666845,4.861862725,4,4.131013954,492,134
579,6.07534021,0.725628273,10,1.759779529,149,266
154,6.094113411,4.535871808,23,3.371614927,169,472
931,6.100571926,4.365349551,13,4.485733524,246,14
889,6.129812607,4.912495335,3,3.870710576,338,224
829,6.137678854,0.485013605,6,4.581495645,278,259
123,6.139170675,2.488291049,22,3.42106298,318,398
192,6.145391457,4.661411689,16,2.083348686,439,169
474,6.159335777,2.407838299,9,4.114920723,283,367
269,6.170762323,2.606078996,1,1.468315825,27,365
909,6.176505978,2.341122221,13,3.225458542,352,309
845,6.182306942,3.569056234,20,2.374316358,14,456
745,6.192098537,1.098565569,17,3.607504296,128,468
773,6.209625792,4.749913369,3,5.335453079,37,208
19,6.219773339,3.569653921,1,4.438751349,10,41
660,6.222799665,0.55817563,20,2.32371026,243,242
486,6.227912156,4.869179202,23,1.301776324,352,408
350,6.228680869,3.049441231,25,2.760821606,450,292
435,6.229360291,0.178968589,15,1.272988818,270,150
848,6.235216278,2.920446347,22,3.836527347,207,282
499,6.246190142,2.84464299,18,2.632148219,147,174
592,6.248744635,0.808889408,21,3.223779335,101,278
395,6.261074661,3.594331496,20,2.992063201,214,320
35,6.266761253,1.214226913,8,0.760324776,238,416
437,6.327539182,2.44792979,16,3.9706081,341,424
732,6.340955877,3.277939114,7,3.448337926,403,156
259,6.361320218,0.842960067,17,0.574425968,397,182
81,6.369224012,3.893383247,1,0.859353377,464,366
810,6.387388514,0.85190894,9,0.656113726,201,192
988,6.408200901,1.417719843,21,5.111877974,130,255
198,6.410468189,1.724271129,22,3.637700132,327,285
570,6.422140028,0.858894234,7,2.980749689,232,16
802,6.423236047,4.596869512,11,3.419714177,137,229
500,6.444395353,1.594049648,12,3.018207626,492,150
943,6.44542103,2.387875688,18,3.864251705,24,141
948,6.453699545,2.095445975,18,4.98303709,14,161
121,6.4625654,4.854253836,8,4.932723627,18,460
168,6.47468383,2.42887624,23,2.752629022,125,493
273,6.48666406,2.96256116,1,1.506704386,192,384
436,6.498987733,4.430692618,19,2.915290971,497,303
491,6.513338257,0.444559239,24,3.856993817,387,62
837,6.546343196,4.331597519,16,2.515912442,371,144
90,6.558205082,3.249015968,22,2.894534972,7,248
403,6.558569591,0.27157448,20,4.560468376,4,366
764,6.559759716,3.081679242,8,3.889482353,136,241
455,6.567730131,3.75568693,17,2.845985546,276,412
583,6.571232007,3.019857091,13,3.939452037,322,379
438,6.57206538,1.210946594,22,2.71236625,27,351
683,6.573785945,3.118010709,5,4.572154662,298,446
555,6.58699469,3.354768385,5,4.894435807,251,324
249,6.598961537,3.896818815,1,2.828846301,343,10
904,6.627773525,0.857087243,4,3.434526469,54,217
918,6.666310061,1.402303844,11,0.549652825,177,299
252,6.672528426,3.85922775,5,5.080973314,488,370
217,6.683694371,0.381881073,15,0.635254132,371,207
143,6.694383407,0.284020459,19,2.501721008,404,191
823,6.744697111,1.018981526,13,3.074311199,11,397
998,6.755938875,1.318288834,12,3.956516996,280,102
37,6.765538674,0.646533761,18,4.67098608,152,256
982,6.774691944,2.009451176,9,4.644517874,118,375
761,6.804602489,1.215919232,10,4.639398436,291,391
51,6.816815408,0.382367846,2,3.263267495,33,500
446,6.820712054,3.476526421,12,5.28238147,477,109
720,6.827974834,1.159926627,24,3.743186816,139,49
568,6.830144255,0.590037435,5,2.243644637,266,187
575,6.837999632,2.669406117,8,5.381444075,27,386
387,6.840242629,3.348435801,8,4.579147468,127,317
